Geneid	temporary/samtools/bam_files_sorted/SRR7959211_sorted.bam
101060524	0
730262	0
101954267	6
100189323	0
284565	99
100189127	0
728945	0
105371215	0
1818	0
645166	0
647135	43
728833	8
101929805	0
102724235	5
103091866	4
645142	0
101954266	18
7214	2
100288142	51
100126510	0
101060254	0
101929780	9
653519	35
5174	10
11126	30
27246	179
10623	242
200035	25
10401	278
102466191	1
148741	522
8515	25
8799	273
114814	12
9939	446
128077	271
84265	106
284615	26
10628	10440
148738	1
100189384	1
100189064	25
100188991	4
100189198	5
101954276	2
101928979	5
100132406	180
388677	41
170688	0
105371242	0
102724558	3
100288805	14
105373468	14
149013	149
728989	1
100189334	0
101447996	1
644861	0
5565	532
171423	161
2330	306
9557	306
100289211	9
607	167
51205	112
2702	34
2703	0
51463	39
100034743	12
100189140	0
26864	7
100189193	0
200030	80
101927468	0
100189056	0
100189307	0
100189174	0
100188998	0
100847044	4
101954273	1
102466225	0
26860	0
100132057	35
101954272	3
388685	52
644591	0
25832	236
100996763	76
440672	1
9659	167
400818	64
653513	12
100996761	0
101060226	100
653598	0
57234	26
644634	0
100189228	0
102723955	0
100189059	0
440689	180
2209	0
101927767	0
653604	67
8370	0
105371405	0
126961	0
8337	3
337873	0
723790	8
333932	3
554313	0
8349	477
8338	997
317772	224
51027	100
9900	26
10262	185
10903	267
56957	350
105373477	6
11311	288
51177	148
81611	332
23632	57
51107	1259
79630	40
148523	63
54460	325
9129	397
23248	416
80222	141
102465529	0
1893	946
100874054	15
54507	355
105371437	20
100422997	0
574406	55
4170	2045
2029	1669
55204	253
84072	15
1520	564
1513	1545
405	775
9869	466
29956	527
8416	451
55793	276
58497	133
149428	1377
54964	51
56882	1230
10962	14
126626	146
10500	80
100534012	0
79626	53
388695	99
79005	2
29765	10
6944	257
8394	625
5710	572
57592	304
5298	641
5993	317
8991	254
5692	1061
23126	700
57530	395
7286	1157
693139	13
81609	455
11189	5
284485	1
65005	202
51686	7
11022	45
339398	5
6097	280
100191040	36
100132111	22
284486	203
117145	41
6281	1166
441908	1
6282	804
100131107	0
126637	8
7062	619
126638	27
388697	79
2312	83635
339400	28
388698	73546
49860	29
254910	759
54544	962
353145	12
84648	22
353144	0
353143	0
353142	0
353141	713
353140	1215
26239	2989
353139	347
199834	21
100129271	1467
448834	2384
353137	1137
353135	27
353134	1
353133	2205
353132	1654
353131	1402
448835	508
4184	2
3713	213
163778	6
6698	13
6707	0
6699	67
6703	8
6700	1
6701	0
6704	132
6705	7
6702	0
6706	12
101928009	21
149018	1
574414	137
4014	6404
114771	188
57115	160
6280	64
6283	2
6279	31
338324	0
645922	0
6278	19
6277	3539
6276	18
6275	1270
101928034	22
6274	66
6273	503
140576	1804
57402	2018
6284	214
6271	5
26097	393
23557	211
3608	924
100189015	13
4881	141
102466879	0
65123	4
11000	0
343052	0
105371448	1
57459	19
9909	295
200186	107
27173	679
102465441	0
148327	88
10899	574
5872	134
6232	3675
91181	21
100847024	0
7170	1328
100126346	0
388701	0
25912	1247
9898	805
10456	436
89872	2
57198	613
3570	463
126669	231
126668	34
55585	298
100874097	8
1141	29
103	2286
3782	67
10654	342
57326	944
90780	312
101928120	5
6464	503
1163	60
100423020	1
80308	297
55891	6
51043	1072
127579	32
149095	17
100505666	35
8751	2182
1945	201
1944	413
1942	466
55974	211
54344	58
200185	226
80128	11
4582	20
693235	0
7059	786
4580	60
2630	2
2629	0
10712	0
10067	0
1196	0
57657	0
5313	0
2224	554
284618	15
23623	289
55870	1487
693140	0
645682	7
645676	23
55154	49
55249	451
7818	519
100129405	17
54856	426
23208	123
6016	260
22889	394
677823	13
677771	9
339403	5
9181	428
102465442	1
105371729	2
6746	865
56893	149
28956	183
57111	919
92312	22
4000	6683
64218	294
9673	188
11243	122
100527963	0
632	2
79957	58
23381	741
84283	660
112770	258
391104	0
7203	1319
128229	5
57127	41
10485	0
407046	0
4209	397
128239	101
164118	3
128240	274
54865	78
101928177	0
60484	2
63827	110
10763	151
1382	462
81875	170
51093	182
79590	205
3068	1480
5546	176
9047	9
4914	4
3645	0
375033	113
149499	4
9826	582
768220	0
440695	0
2117	1192
360155	7
83416	0
83417	1
115352	3
79368	0
115350	1
922	0
55243	473
646268	0
912	4
909	248
911	156
910	14
913	57
128360	0
391107	0
391109	0
343406	0
391112	0
128366	0
128367	0
128368	0
6708	2
81448	0
391114	0
128371	0
128372	0
81442	0
4332	48
149628	11
3428	461
9447	5
100189166	0
57863	404
100131825	26
2532	296
2205	436
441911	0
26476	0
127385	0
325	0
1401	0
54935	200
343413	10
56833	77
284677	17
391123	94
25790	12
100422852	0
8407	2518
57549	175
89886	0
100505633	29
93183	143
3766	8
3765	33
93185	550
477	113
480	0
844	1
729867	14
8682	863
50717	1017
5824	485
4807	29
1314	1736
474338	8
23385	595
57216	281
114836	26
8832	260
6504	50
962	93
57823	38
4063	43
51744	11
55600	0
101928372	1
142683	1
50848	1187
100131187	235
7391	319
257106	310
81607	1752
126823	13
5202	55
4817	200
9191	234
51506	567
27005	200
5498	227
8703	277
9507	25
4720	572
2207	102
336	3
84134	110
100847090	1
9970	16
654790	10
4359	97
6391	215
257177	38
100189373	1
100189407	0
100189402	0
100188997	0
100189412	0
100189394	0
100189366	0
100189091	0
100189260	0
100189235	0
100189009	0
100189252	0
100189385	0
100189141	0
100189290	0
100189316	0
100189230	0
100189259	0
100189188	0
100189134	0
100189364	0
100189160	0
100189017	0
100189039	0
100189120	0
100189139	0
100189274	0
2212	76
100189380	0
3310	40
100189018	3
100189011	66
100189126	0
2214	11
9103	55
3311	61
100189003	0
2215	14
2213	130
641311	0
84824	23
127943	13
11266	96
102724329	1
22926	1028
25903	161
9722	34
100616386	0
693141	0
284680	6
400793	61
117157	2
127933	1046
6675	277
4921	782
51478	38
339512	0
5999	9
8490	711
101928404	3
83540	20
100422212	0
5087	821
100505795	19
4009	4
6258	15
400794	0
440699	0
4259	520
223	931
440700	2
54499	384
100147773	22
7371	463
100500832	0
149297	19
100126349	2
116123	0
57645	762
117143	144
387597	2
84944	0
10223	0
92235	2
101928484	0
5451	509
919	42
8804	1279
92241	175
100189211	4
100189019	0
9019	787
55811	11
25874	273
55827	414
100313835	0
23432	163
261726	357
375035	353
84832	501
9095	31
693142	2
100505918	2
101928565	0
6846	5
6375	6
1805	840
79100	0
101978719	0
101928596	28
481	616
29922	53
8548	244
57821	5
10560	531
2153	118
6403	61
6402	29
6401	191
92342	52
55732	110
57147	226
22920	383
149281	0
100423010	0
100422839	0
284688	1
101928650	1
92344	70
5396	636
80133	9
2328	18
100302178	0
100847009	0
388714	13
2327	96
2326	140
2329	36
7151	2
23215	1669
4653	36
8674	256
51603	223
26052	118
100874284	1
100628315	262
406996	0
100422882	0
406977	0
102724541	10
92346	3
5279	248
51430	461
356	11
8995	4
7292	24
100506023	25
101928673	10
9588	1280
284525	2
730159	0
339416	1
27252	245
91687	46
55157	158
100506046	47
60674	828
26769	7
26802	29
26774	13
26770	17
692198	10
26806	11
692197	5
692196	39
692195	9
619498	11
84614	155
462	3
149041	1085
102724601	2
9910	926
9293	23
101928696	5
27101	268
63931	156
63923	61
9674	324
7143	2
101928727	0
101928751	0
64326	582
677679	18
60676	13
460	22
574441	0
57795	4
102724661	1
101928778	0
89866	101
730102	121
100302401	16
9462	976
400797	5
84066	1
105373472	4
400798	23
100616328	0
55103	480
9068	513
9917	562
64222	220
27	465
6646	293
126859	2
7827	1
163589	8
148753	0
163590	1118
26092	606
9857	1088
5768	491
200058	141
89884	19
100527964	37
84320	229
100423032	1
148756	1
9213	265
57710	69
10228	545
3140	391
51278	312
101928973	0
100287948	1
777	4
127665	15
400799	0
2752	2552
127670	12
388719	0
353299	0
6041	159
6004	56
284648	2
85397	0
80896	72
1660	1336
81626	0
3915	1978
3918	779
23057	33
284649	12
9887	426
4688	262
10092	1113
23179	560
403314	7
23127	33
116461	163
102724846	0
81563	1410
80267	506
116496	794
101929069	0
6045	171
81627	115
54823	101
10625	1404
100288079	1
101929093	0
83872	1519
10216	23
7175	839
54953	184
10896	12
102724919	2
5132	4
5743	35
103752588	3
5321	235
104169671	0
101929766	0
339479	1
101929120	0
440704	0
64407	13
431704	2
5996	14
6003	29
100616345	60
5997	221
102724954	0
51377	326
6738	780
51022	57
79577	588
100302163	0
8707	35
101929184	0
343450	125
100616363	1
3075	3122
10878	15
3078	2
10877	0
3080	0
81494	0
2165	0
259266	159
360023	323
23418	2
163486	264
388722	5
56956	0
140609	727
127124	0
5788	519
100131234	4
406955	5
406995	0
102800316	0
104266961	0
400800	0
2494	38
554279	0
23528	133
9928	23
83479	227
101929224	1
23271	792
2848	0
55765	252
23046	51
779	2
647219	2
252839	269
91156	11
5317	10004
7139	27
3898	1446
7135	19
23612	269
1465	1365
376693	6
89796	706
100873949	5
100847050	0
100302158	0
55705	680
102466724	3
149345	48
25802	193
10440	167
6051	424
102465443	0
1999	87
9283	14
127829	226
5778	76
148713	10
59352	54
29089	19
4660	1077
127833	79
10765	1386
100506696	1
641515	0
148709	4
5877	135
59349	302
51094	1366
51706	934
100506747	2
92703	311
8497	45
4656	0
134	35
4608	2
1116	262
1118	1
100506775	1
730227	6
7832	618
2331	693
5549	455
26254	0
493	4485
677843	8
84719	33
54900	31
9877	1376
100381270	674
6635	165
284573	0
9580	157
55224	78
101929441	2
5972	6
3814	0
127845	2
22874	136
127841	1
84919	893
5287	834
100189122	272
100189425	2
4194	1236
10446	14
23114	356
6900	50
388730	18
5929	370
25778	696
9911	49
81788	139
55220	2
284576	1
93273	0
101669762	2
105371697	1
442891	1
100189098	0
